user_id,user_name,login_name,broadcaster_type
1391691264,pangeacat_,pangeacat_,normal
197625398,wmedeiiros,wmedeiiros,normal
480642720,kikumtv,kikumtv,affiliate
1399817910,monkeyjuice426,monkeyjuice426,normal
183404224,vinimt,vinimt,affiliate
1045038790,sweetlik3hunny,sweetlik3hunny,normal
651462095,AnimercyVT,animercyvt,affiliate
1023837655,PyroVR09,pyrovr09,normal
544966108,sraalphaa,sraalphaa,normal
1232504387,hippedend,hippedend,normal
867173971,eljavi1128,eljavi1128,normal
1326253701,kalebmckean2026,kalebmckean2026,normal
1171981985,ttvLegendJerixx,ttvlegendjerixx,affiliate
923305671,PaiAlgoz,paialgoz,affiliate
973800967,jaaycen_,jaaycen_,normal
211879512,RosieBPR,rosiebpr,affiliate
244909696,Medicated_Blunt,medicated_blunt,affiliate
103843505,rovertgamehead,rovertgamehead,normal
524912060,ThatBoyKiKi,thatboykiki,normal
401409498,xsean4,xsean4,normal
1416627717,goldenblocks254,goldenblocks254,normal
205981195,ponatonic,ponatonic,affiliate
1365280268,ctrlaltpwn,ctrlaltpwn,normal
1010697744,jesusshtc,jesusshtc,normal
221578897,emopr1nce_,emopr1nce_,affiliate
975767191,HideRoyal3,hideroyal3,affiliate
1344374236,recla1m_x,recla1m_x,normal
175310452,familiartv,familiartv,affiliate
1140950686,tmagic2006,tmagic2006,normal
123143840,DRDRowdy,drdrowdy,normal
551192261,blakkmagik83,blakkmagik83,normal
459867581,ksapcurry,ksapcurry,normal
538314181,neugarkek,neugarkek,normal
423527882,hollywoodmike40,hollywoodmike40,normal
253298124,maroonfranc,maroonfranc,normal
158827994,Philly0024,philly0024,normal
1399817715,denizajdari5,denizajdari5,normal
504170006,socratinhu,socratinhu,affiliate
55379487,TckSenPai,tcksenpai,affiliate
1211368941,distancedriver7,distancedriver7,normal
1211139573,eggyfarthole,eggyfarthole,normal
100533749,BlackBlazeGaming,blackblazegaming,normal
1411843574,sil3ntPhantom,sil3ntphantom,normal
789251593,NessieSpooks,nessiespooks,affiliate
790660622,TheLittleJotunn,thelittlejotunn,normal
987956809,shilohfnx,shilohfnx,affiliate
52397891,gardy,gardy,affiliate
805636031,ttvzombieslayers,ttvzombieslayers,affiliate
417302465,Rody_Ambiverc,rody_ambiverc,affiliate
233244541,marqfnz,marqfnz,affiliate
1414629252,youneedming,youneedming,normal
636487571,manteraye,manteraye,normal
464652183,flyme1_,flyme1_,affiliate
1400309684,braydon1335,braydon1335,normal
1062438643,miana2002,miana2002,normal
701302569,heitwesen,heitwesen,normal
1383565205,SNO_lonewolfx,sno_lonewolfx,normal
260802455,WuichoJem,wuichojem,normal
236848851,Garnk_tg,garnk_tg,affiliate
673285971,zekelito,zekelito,affiliate
409110361,lotusx_ots,lotusx_ots,normal
160925541,KekeDePatinete,kekedepatinete,affiliate
681019284,veioegaga,veioegaga,affiliate
421365661,camr501351,camr501351,normal
1030752168,deedotdolla,deedotdolla,affiliate
486115251,YonkoLuffy1,yonkoluffy1,affiliate
812091154,sillygoof55,sillygoof55,normal
52496183,OmageTheSalty,omagethesalty,normal
1415972768,chu_dav,chu_dav,normal
1313769393,CanhamHQ,canhamhq,normal
1418692563,perri090,perri090,normal
